subdistrict_name,state_name,fiber_length_km
Nambulipulikunta,ANDHRA PRADESH,2.2189
Gandlapenta,ANDHRA PRADESH,38.2645
Kadiri,ANDHRA PRADESH,75.9481
Nallamada,ANDHRA PRADESH,58.6879
Bukkapatnam,ANDHRA PRADESH,39.9147
Kothacheruvu,ANDHRA PRADESH,27.3474
Chennekothapalle,ANDHRA PRADESH,70.5787
Ramagiri,ANDHRA PRADESH,64.1052
Roddam,ANDHRA PRADESH,68.1279
Madakasira,ANDHRA PRADESH,21.397
Amarapuram,ANDHRA PRADESH,22.836
Gudibanda,ANDHRA PRADESH,33.2178
Rolla,ANDHRA PRADESH,0.0
Agali,ANDHRA PRADESH,0.0
Parigi,ANDHRA PRADESH,24.926
Penukonda,ANDHRA PRADESH,56.3881
Puttaparthi,ANDHRA PRADESH,55.0112
Obuladevaracheruvu,ANDHRA PRADESH,35.1823
Nallacheruvu,ANDHRA PRADESH,25.2153
Tanakal,ANDHRA PRADESH,34.674
Amadagur,ANDHRA PRADESH,21.014
Gorantla,ANDHRA PRADESH,45.6086
Somandepalle,ANDHRA PRADESH,42.3455
Hindupur,ANDHRA PRADESH,47.5797
Lepakshi,ANDHRA PRADESH,33.8812
Chilamathur,ANDHRA PRADESH,31.3237
Mulakalacheruvu,ANDHRA PRADESH,60.0941
Thamballapalle,ANDHRA PRADESH,101.4539
Peddamandyam,ANDHRA PRADESH,36.5535
Gurramkonda,ANDHRA PRADESH,13.3461
Kalakada,ANDHRA PRADESH,39.4284
Kambhamvaripalle,ANDHRA PRADESH,71.1339
Rompicherla,ANDHRA PRADESH,43.3725
Yerravaripalem,ANDHRA PRADESH,23.483
Tirupati (Rural),ANDHRA PRADESH,152.3558
Renigunta,ANDHRA PRADESH,106.7709
Yerpedu,ANDHRA PRADESH,149.143
Srikalahasti,ANDHRA PRADESH,158.779
Thottambedu,ANDHRA PRADESH,104.341
Buchinaidu Kandriga,ANDHRA PRADESH,63.454
Varadaiahpalem,ANDHRA PRADESH,104.7829
K.V.B.Puram,ANDHRA PRADESH,206.741
Tirupati (Urban),ANDHRA PRADESH,66.1373
Chandragiri,ANDHRA PRADESH,206.0501
Chinnagottigallu,ANDHRA PRADESH,42.6339
Pileru,ANDHRA PRADESH,117.3936
Kalikiri,ANDHRA PRADESH,266.7182
Valmikipuram,ANDHRA PRADESH,118.3839
Kurabalakota,ANDHRA PRADESH,51.6892
Pedda Thippasamudram,ANDHRA PRADESH,48.7512
B.Kothakota,ANDHRA PRADESH,33.075
Madanapalle,ANDHRA PRADESH,146.7234
Nimmanapalle,ANDHRA PRADESH,307.2571
Sodam,ANDHRA PRADESH,244.0478
Pulicherla,ANDHRA PRADESH,99.483
Pakala,ANDHRA PRADESH,184.0285
Vedurukuppam,ANDHRA PRADESH,190.877
Ramachandrapuram,ANDHRA PRADESH,146.7893
Vadamalapeta,ANDHRA PRADESH,72.7396
Narayanavanam,ANDHRA PRADESH,94.7785
Pichatur,ANDHRA PRADESH,30.3458
Satyavedu,ANDHRA PRADESH,101.6392
Nagalapuram,ANDHRA PRADESH,131.2344
Nindra,ANDHRA PRADESH,43.8868
Vijayapuram,ANDHRA PRADESH,34.3747
Nagari,ANDHRA PRADESH,48.1406
Puttur,ANDHRA PRADESH,72.831
Karvetinagar,ANDHRA PRADESH,87.9708
Penumuru,ANDHRA PRADESH,124.3471
Puthalapattu,ANDHRA PRADESH,149.8229
Irala,ANDHRA PRADESH,115.2616
Somala,ANDHRA PRADESH,958.4574
Chowdepalle,ANDHRA PRADESH,702.2786
Ramasamudram,ANDHRA PRADESH,62.6511
Punganur,ANDHRA PRADESH,583.0657
Peddapanjani,ANDHRA PRADESH,288.8304
Gangavaram,ANDHRA PRADESH,185.3005
Thavanampalle,ANDHRA PRADESH,192.7073
Srirangarajapuram,ANDHRA PRADESH,115.527
Gangadhara Nellore,ANDHRA PRADESH,189.0099
Chittoor,ANDHRA PRADESH,297.7399
Palamaner,ANDHRA PRADESH,46.273
Baireddipalle,ANDHRA PRADESH,103.937
Venkatagirikota,ANDHRA PRADESH,142.314
Santhipuram,ANDHRA PRADESH,72.7408
Gudupalle,ANDHRA PRADESH,32.0944
Kuppam,ANDHRA PRADESH,67.4406
Ramakuppam,ANDHRA PRADESH,74.6238
Bangarupalem,ANDHRA PRADESH,185.7252
Yadamarri,ANDHRA PRADESH,85.6718
Gudipala,ANDHRA PRADESH,73.3486
Palasamudram,ANDHRA PRADESH,90.653
Zemithang,ARUNACHAL PRADESH,85.5363
LUMLA,ARUNACHAL PRADESH,60.2936
DUDUNGHAR,ARUNACHAL PRADESH,4.2078
TAWANG CIRCLE,ARUNACHAL PRADESH,104.2713
KITPI CIRCLE,ARUNACHAL PRADESH,22.7579
Jang,ARUNACHAL PRADESH,4.1106
Lhou,ARUNACHAL PRADESH,10.5096
MUKTO CIRCLE,ARUNACHAL PRADESH,31.6133
Bongkhar,ARUNACHAL PRADESH,15.3148
Thingbu,ARUNACHAL PRADESH,49.2931
Dirang,ARUNACHAL PRADESH,67.4251
Thembang,ARUNACHAL PRADESH,5.7076
Nafra,ARUNACHAL PRADESH,37.2429
Bomdila,ARUNACHAL PRADESH,2.4884
Kalaktang,ARUNACHAL PRADESH,0.0
Shergaon,ARUNACHAL PRADESH,0.0
Rupa,ARUNACHAL PRADESH,0.0
Singchung,ARUNACHAL PRADESH,16.4422
Jamiri,ARUNACHAL PRADESH,0.0
Thrizino,ARUNACHAL PRADESH,0.0
Bhalukpong,ARUNACHAL PRADESH,0.0
Kamengbari-Doimara,ARUNACHAL PRADESH,0.0
Balemu,ARUNACHAL PRADESH,0.0
Seijosa,ARUNACHAL PRADESH,0.0
Dissing-Passo,ARUNACHAL PRADESH,0.0
Pakke-Kessang,ARUNACHAL PRADESH,0.0
Pizirang(Veo),ARUNACHAL PRADESH,0.0
Richukrong,ARUNACHAL PRADESH,0.0
Seppa,ARUNACHAL PRADESH,0.0
Lada,ARUNACHAL PRADESH,0.0
Bameng,ARUNACHAL PRADESH,0.0
Pipu-Dipu,ARUNACHAL PRADESH,0.0
Gyawe Purang,ARUNACHAL PRADESH,0.0
Khenewa,ARUNACHAL PRADESH,0.0
Chayangtajo,ARUNACHAL PRADESH,0.0
Sawa,ARUNACHAL PRADESH,0.0
Balijan,ARUNACHAL PRADESH,36.3736
Banderdawa,ARUNACHAL PRADESH,11.4639
Sangdupota (Besar Nello),ARUNACHAL PRADESH,62.4722
Taraso,ARUNACHAL PRADESH,19.3797
Itanagar,ARUNACHAL PRADESH,66.1674
Naharlagun,ARUNACHAL PRADESH,32.54
Doimukh,ARUNACHAL PRADESH,16.1011
Gumto,ARUNACHAL PRADESH,7.561
Toru,ARUNACHAL PRADESH,76.32
Sagalee,ARUNACHAL PRADESH,97.3171
Parang,ARUNACHAL PRADESH,16.4878
Leporiang,ARUNACHAL PRADESH,18.9886
Mengio,ARUNACHAL PRADESH,21.4784
Kimin,ARUNACHAL PRADESH,22.0395
Kakoi,ARUNACHAL PRADESH,0.3167
Taksing,ARUNACHAL PRADESH,0.0
Limeking,ARUNACHAL PRADESH,0.0
Nacho,ARUNACHAL PRADESH,0.0
Siyum,ARUNACHAL PRADESH,0.0
Taliha,ARUNACHAL PRADESH,0.0
Payeng,ARUNACHAL PRADESH,0.0
Giba,ARUNACHAL PRADESH,0.0
Chetam (Peer Yapu),ARUNACHAL PRADESH,0.0
Daporijo,ARUNACHAL PRADESH,0.0
Puchi Geko,ARUNACHAL PRADESH,0.0
Dumporijo,ARUNACHAL PRADESH,0.0
Gussar,ARUNACHAL PRADESH,0.0
Gite-Ripa,ARUNACHAL PRADESH,0.0
Baririjo,ARUNACHAL PRADESH,0.0
Maro,ARUNACHAL PRADESH,4.982
Mechuka,ARUNACHAL PRADESH,15.546
Monigong,ARUNACHAL PRADESH,0.0
Pidi,ARUNACHAL PRADESH,0.0
Tato,ARUNACHAL PRADESH,58.9793
Darak,ARUNACHAL PRADESH,167.9815
Liromoba,ARUNACHAL PRADESH,30.1938
Yomcha,ARUNACHAL PRADESH,75.3457
Aalo,ARUNACHAL PRADESH,306.0623
Tirbin,ARUNACHAL PRADESH,30.2602
Basar,ARUNACHAL PRADESH,52.6868
Daring,ARUNACHAL PRADESH,18.8554
Gensi,ARUNACHAL PRADESH,0.0
Sibe,ARUNACHAL PRADESH,8.4714
Likabali,ARUNACHAL PRADESH,12.4114
Kangku,ARUNACHAL PRADESH,4.1425
Bagra,ARUNACHAL PRADESH,76.8327
Koyu,ARUNACHAL PRADESH,0.0
Kora,ARUNACHAL PRADESH,0.0
Nari,ARUNACHAL PRADESH,0.0
New Seren,ARUNACHAL PRADESH,0.0
Bilat,ARUNACHAL PRADESH,0.0
Ruksin,ARUNACHAL PRADESH,0.0
Sille-Oyan,ARUNACHAL PRADESH,0.0
Pasighat,ARUNACHAL PRADESH,7.365
Mebo,ARUNACHAL PRADESH,31.5686
Namsing,ARUNACHAL PRADESH,0.0
Tuting,ARUNACHAL PRADESH,47.4394
Migging,ARUNACHAL PRADESH,11.201
Palling,ARUNACHAL PRADESH,22.0477
Gelling,ARUNACHAL PRADESH,16.0671
Singa,ARUNACHAL PRADESH,25.6425
Yingkiong,ARUNACHAL PRADESH,102.5049
Jengging,ARUNACHAL PRADESH,49.6291
Geku,ARUNACHAL PRADESH,23.7151
Mariyang,ARUNACHAL PRADESH,17.3773
Mopom ( Adipasi ),ARUNACHAL PRADESH,8.2597
Katan,ARUNACHAL PRADESH,46.9575
Khimiyong,ARUNACHAL PRADESH,0.0
Yatdam,ARUNACHAL PRADESH,0.0
Changlang,ARUNACHAL PRADESH,0.0
Namtok,ARUNACHAL PRADESH,0.0
Manmao,ARUNACHAL PRADESH,0.0
Renuk,ARUNACHAL PRADESH,0.0
Lyngok-Longtoi,ARUNACHAL PRADESH,0.0
Nampong,ARUNACHAL PRADESH,0.0
Tikhak Rima Putok,ARUNACHAL PRADESH,0.0
Jairampur,ARUNACHAL PRADESH,0.0
Vijoynagar,ARUNACHAL PRADESH,0.0
Miao,ARUNACHAL PRADESH,0.0
Kharsang,ARUNACHAL PRADESH,0.0
Diyun,ARUNACHAL PRADESH,3.3276
Bordumsa,ARUNACHAL PRADESH,28.1042
Namsang,ARUNACHAL PRADESH,0.0
Soha,ARUNACHAL PRADESH,0.0
Khonsa,ARUNACHAL PRADESH,0.0
Dadam,ARUNACHAL PRADESH,0.0
Laju,ARUNACHAL PRADESH,0.0
Ziro (Sadar),ARUNACHAL PRADESH,0.0
Old Ziro,ARUNACHAL PRADESH,0.0
Yachuli,ARUNACHAL PRADESH,0.0
Yazali,ARUNACHAL PRADESH,0.0
Pistana,ARUNACHAL PRADESH,0.0
Kamporijo,ARUNACHAL PRADESH,0.0
Dollungmukh,ARUNACHAL PRADESH,0.0
Raga,ARUNACHAL PRADESH,0.0
Sangram,ARUNACHAL PRADESH,0.0
Nyapin,ARUNACHAL PRADESH,0.0
Koloriang,ARUNACHAL PRADESH,0.0
Sarli,ARUNACHAL PRADESH,0.0
Parsi-Parlo,ARUNACHAL PRADESH,0.0
Damin,ARUNACHAL PRADESH,0.0
Mipi,ARUNACHAL PRADESH,1.1276
Anini,ARUNACHAL PRADESH,83.1801
Etalin,ARUNACHAL PRADESH,32.2793
Anelih,ARUNACHAL PRADESH,5.9973
Kronli (Arzoo circle),ARUNACHAL PRADESH,20.854
Hunli,ARUNACHAL PRADESH,49.3317
Desali,ARUNACHAL PRADESH,13.8314
Roing,ARUNACHAL PRADESH,191.0874
Dambuk,ARUNACHAL PRADESH,69.358
Tinali ( Paglam ),ARUNACHAL PRADESH,53.0909
Koronu,ARUNACHAL PRADESH,30.3217
Sunpura,ARUNACHAL PRADESH,147.7128
Tezu,ARUNACHAL PRADESH,94.9598
Wakro,ARUNACHAL PRADESH,54.1485
Hayuliang,ARUNACHAL PRADESH,41.6256
Manchal,ARUNACHAL PRADESH,62.0642
Goiliang,ARUNACHAL PRADESH,30.3447
Chaglagam,ARUNACHAL PRADESH,14.279
Metengliang,ARUNACHAL PRADESH,17.878
Kibithoo,ARUNACHAL PRADESH,22.9167
Walong,ARUNACHAL PRADESH,38.1987
Hawai,ARUNACHAL PRADESH,84.6827
Kanubari,ARUNACHAL PRADESH,0.0
Lawnu,ARUNACHAL PRADESH,0.0
Longding,ARUNACHAL PRADESH,0.0
Pumao,ARUNACHAL PRADESH,3.7603
Pangchao,ARUNACHAL PRADESH,1.5537
Wakka,ARUNACHAL PRADESH,0.0
Chongkham,ARUNACHAL PRADESH,133.0531
Namsai,ARUNACHAL PRADESH,77.1794
Lathao,ARUNACHAL PRADESH,44.7424
Piyong,ARUNACHAL PRADESH,33.3717
Lekang (Mahadevpur),ARUNACHAL PRADESH,89.2129
Palin,ARUNACHAL PRADESH,0.0
Yangte,ARUNACHAL PRADESH,0.0
Chambang,ARUNACHAL PRADESH,0.0
Longding Koling (Pipsorang),ARUNACHAL PRADESH,0.0
Tali,ARUNACHAL PRADESH,0.0
Payum,ARUNACHAL PRADESH,26.9539
Kaying,ARUNACHAL PRADESH,51.45
Kamba,ARUNACHAL PRADESH,99.6673
Rumgong,ARUNACHAL PRADESH,35.3632
Jomlo Mobuk,ARUNACHAL PRADESH,43.7494
Boleng,ARUNACHAL PRADESH,10.4328
Riga,ARUNACHAL PRADESH,13.6757
Pangin,ARUNACHAL PRADESH,1.6432
Kebang,ARUNACHAL PRADESH,11.1148
Rebo-Perging,ARUNACHAL PRADESH,8.8527
Gossaigaon (Pt),ASSAM,0.0
Bhowraguri,ASSAM,0.0
Dotoma,ASSAM,0.0
Kokrajhar (Pt),ASSAM,4.4147
Bagribari (Pt),ASSAM,9.4507
Golokganj (Pt),ASSAM,4.7902
Dhubri (Pt),ASSAM,19.8
Chapar (Pt),ASSAM,7.6667
Gossaigaon (Pt),ASSAM,10.0917
Bagribari (Pt),ASSAM,66.7295
Agamoni,ASSAM,40.6547
Golokganj (Pt),ASSAM,61.0814
Dhubri (Pt),ASSAM,181.8759
Bilasipara (Pt),ASSAM,42.1853
Chapar (Pt),ASSAM,6.886
Lakhipur,ASSAM,111.145
Balijana,ASSAM,134.1017
Matia,ASSAM,85.1392
Dudhnai,ASSAM,7.7057
Rangjuli,ASSAM,12.9733
Barnagar (Pt),ASSAM,0.0
Kalgachia,ASSAM,0.0
Baghbor,ASSAM,0.0
Chenga,ASSAM,0.0
Barpeta,ASSAM,23.6909
Sarthebari,ASSAM,16.2571
Bajali (Pt),ASSAM,7.1381
Sarupeta (Pt),ASSAM,2.1028
Baganpara (Pt),ASSAM,0.0
Mayong,ASSAM,0.0
Bhuragaon,ASSAM,0.0
Laharighat,ASSAM,44.9105
Marigaon,ASSAM,61.5628
Mikirbheta,ASSAM,49.4299
Kaliabor,ASSAM,20.4564
Samaguri,ASSAM,78.2065
Rupahi,ASSAM,58.6054
Dhing,ASSAM,97.1776
Nagaon,ASSAM,345.8031
Raha,ASSAM,38.3221
Kampur,ASSAM,21.4798
Dhekiajuli (Pt),ASSAM,100.2326
Chariduar,ASSAM,44.5483
Tezpur,ASSAM,168.886
Na-Duar,ASSAM,51.4782
Narayanpur,ASSAM,13.1074
Bihpuria,ASSAM,13.1252
Naobaicha,ASSAM,1.9024
Kadam,ASSAM,0.0182
North Lakhimpur,ASSAM,0.0832
Dhakuakhana (Pt-I),ASSAM,6.4696
Subansiri (Pt-I),ASSAM,0.0
Dhakuakhana (Pt-I),ASSAM,0.0537
Subansiri (Pt-I),ASSAM,0.0
Dhemaji,ASSAM,81.8853
Sissibargaon,ASSAM,39.1489
Jonai,ASSAM,25.5878
Gogamukh,ASSAM,0.0
Sadiya,ASSAM,46.9139
Doom Dooma,ASSAM,105.4011
Tinsukia,ASSAM,162.7986
Margherita,ASSAM,98.7059
Dibrugarh West,ASSAM,216.8719
Dibrugarh East,ASSAM,239.1271
Chabua,ASSAM,53.5074
Tengakhat,ASSAM,177.2339
Moran,ASSAM,167.9847
Tingkhong,ASSAM,189.7041
Naharkatiya,ASSAM,82.0838
Dimow,ASSAM,99.844
Sibsagar,ASSAM,136.2912
Amguri,ASSAM,131.8581
Nazira,ASSAM,22.2459
Jorhat West,ASSAM,249.2884
Jorhat East,ASSAM,97.0682
Teok,ASSAM,80.6418
Titabor,ASSAM,25.7293
Mariani,ASSAM,21.5112
Bokakhat,ASSAM,25.2115
Khumtai,ASSAM,45.8292
Dergaon,ASSAM,204.3594
Golaghat,ASSAM,61.6764
Morangi,ASSAM,16.979
Donka,ASSAM,0.0
Diphu,ASSAM,10.7739
Phuloni,ASSAM,12.7168
Silonijan,ASSAM,0.0
Umrangso,ASSAM,0.0
Haflong,ASSAM,7.9602
Mahur,ASSAM,0.0
Maibong,ASSAM,3.4151
Katigora,ASSAM,154.1727
Silchar,ASSAM,4.9243
Udarbond,ASSAM,133.9559
Sonai,ASSAM,150.4354
Lakhipur,ASSAM,8.4847
Karimganj,ASSAM,0.0
Badarpur,ASSAM,16.0165
Nilambazar,ASSAM,25.8689
Patharkandi,ASSAM,1.1452
Ramkrishna Nagar,ASSAM,1.3171
Algapur,ASSAM,15.5562
Hailakandi,ASSAM,33.901
Lala,ASSAM,2.2994
Katlichara,ASSAM,0.0
Bongaigaon (Pt),ASSAM,0.0
Boitamari,ASSAM,0.0
Bengtol,ASSAM,0.0
Sidli (Pt),ASSAM,0.0
Kokrajhar (Pt),ASSAM,0.0
Barnagar (Pt),ASSAM,0.0
Srijangram,ASSAM,0.0
Bengtol,ASSAM,0.0
Sidli (Pt),ASSAM,0.0
Bijni (Pt),ASSAM,0.0
Rangia (Pt),ASSAM,0.0
Koya,ASSAM,0.0
Kamalpur,ASSAM,30.9844
Hajo,ASSAM,37.8563
Chhaygaon,ASSAM,0.0
Goroimari,ASSAM,0.0
Chamaria,ASSAM,0.0
Nagarbera,ASSAM,5.9651
Boko,ASSAM,8.0071
Palasbari,ASSAM,0.0
Jalah (Pt),ASSAM,0.0
Palasbari,ASSAM,0.0
North Guwahati (Pt),ASSAM,0.0
Azara,ASSAM,1.6448
Guwahati,ASSAM,9.0446
Dispur,ASSAM,0.0
Sonapur,ASSAM,9.47
Chandrapur,ASSAM,2.2045
Tihu (Pt),ASSAM,33.2243
Pachim Nalbari,ASSAM,2.2381
Barkhetri,ASSAM,26.3064
Barbhag,ASSAM,79.1872
Nalbari,ASSAM,3.2408
Banekuchi,ASSAM,1.7168
Ghograpar (Pt),ASSAM,0.0
Goreswar (Pt),ASSAM,0.0
Barnagar (Pt),ASSAM,0.0
Bajali (Pt),ASSAM,0.0
Sarupeta (Pt),ASSAM,0.0
Bijni (Pt),ASSAM,0.0
Chandrapur,ASSAM,0.0
Banekuchi,ASSAM,0.0
Baganpara (Pt),ASSAM,12.977
Jalah (Pt),ASSAM,0.0
Goreswar (Pt),ASSAM,0.0
Barama (Pt),ASSAM,12.2937
Baska,ASSAM,3.3827
Tamulpur,ASSAM,40.5597
Pathorighat (Pt),ASSAM,0.0
Khoirabari (Pt),ASSAM,0.0
Pathorighat (Pt),ASSAM,0.0
Sipajhar,ASSAM,0.0
Mangaldoi (Pt),ASSAM,30.5874
Dalgaon (Pt),ASSAM,32.0816
Kalaigaon (Pt),ASSAM,0.0
Dhekiajuli (Pt),ASSAM,0.0
Khoirabari (Pt),ASSAM,0.0
Pathorighat (Pt),ASSAM,0.0
Mangaldoi (Pt),ASSAM,1.1818
Dalgaon (Pt),ASSAM,2.9521
Kalaigaon (Pt),ASSAM,0.0
Harisinga,ASSAM,0.0
Udalguri,ASSAM,0.0
Mazbat,ASSAM,4.2365
Sonari,ASSAM,97.6
Mahmora,ASSAM,85.6459
Biswanath,ASSAM,8.0713
Helem,ASSAM,3.1109
Gohpur,ASSAM,2.9798
Hojai,ASSAM,49.619
Doboka,ASSAM,15.7368
Lanka,ASSAM,0.0058
Sarupathar,ASSAM,0.0
South Salmara,ASSAM,153.4864
Mankachar,ASSAM,57.0628
Majuli,ASSAM,37.8126
Sidhaw,BIHAR,168.9431
Ramnagar,BIHAR,306.4877
Gaunaha,BIHAR,95.4695
Mainatanr,BIHAR,48.2907
Narkatiaganj,BIHAR,538.5105
Lauriya,BIHAR,255.4209
Bagaha,BIHAR,286.4661
Madhubani,BIHAR,52.1666
Bhitaha,BIHAR,35.2209
Thakrahan,BIHAR,44.9778
Jogapatti,BIHAR,146.3467
Chanpatia,BIHAR,202.6256
Sikta,BIHAR,127.3008
Majhaulia,BIHAR,221.1149
Bettiah,BIHAR,76.1568
Bairia,BIHAR,70.3802
Nautan,BIHAR,50.8011
Raxaul,BIHAR,35.0999
Adapur,BIHAR,93.745
Ramgarhwa,BIHAR,113.6443
Sugauli,BIHAR,192.371
Banjaria,BIHAR,153.5157
Narkatia,BIHAR,142.02
Bankatwa,BIHAR,62.3755
Ghorasahan,BIHAR,50.0857
Dhaka,BIHAR,108.3614
Chiraia,BIHAR,244.2018
Motihari,BIHAR,272.7326
Turkaulia,BIHAR,354.635
Harsidhi,BIHAR,299.1054
Paharpur,BIHAR,258.3474
Areraj,BIHAR,125.6949
Sangrampur,BIHAR,120.4258
Kesaria,BIHAR,72.6815
Kalyanpur,BIHAR,157.339
Kotwa,BIHAR,197.6374
Piprakothi,BIHAR,113.6953
Chakia(Pipra),BIHAR,126.233
Pakri Dayal,BIHAR,53.2571
Patahi,BIHAR,79.7709
Phenhara,BIHAR,32.3841
Madhuban,BIHAR,88.783
Tetaria,BIHAR,37.8864
Mehsi,BIHAR,47.8589
Purnahiya,BIHAR,26.0277
Piprarhi,BIHAR,41.2078
Sheohar,BIHAR,102.8129
Dumri Katsari,BIHAR,34.5057
Tariani Chowk,BIHAR,40.2447
Bairgania,BIHAR,17.3829
Suppi,BIHAR,1.9861
Majorganj,BIHAR,0.0
Sonbarsa,BIHAR,4.18
Parihar,BIHAR,18.1459
Sursand,BIHAR,11.4612
Bathnaha,BIHAR,19.8834
Riga,BIHAR,17.4403
Parsauni,BIHAR,3.792
Belsand,BIHAR,0.2676
Runisaidpur,BIHAR,11.7505
Dumra,BIHAR,30.5635
Bajpatti,BIHAR,12.6707
Charaut,BIHAR,9.5279
Pupri,BIHAR,10.7984
Nanpur,BIHAR,40.8633
Bokhara,BIHAR,1.0507
Madhwapur,BIHAR,40.6382
Harlakhi,BIHAR,77.6636
Basopatti,BIHAR,86.6802
Jainagar,BIHAR,58.9385
Ladania,BIHAR,80.8895
Laukaha,BIHAR,112.3746
Laukahi,BIHAR,101.4941
Phulparas,BIHAR,100.7451
Babubarhi,BIHAR,156.0719
Khajauli,BIHAR,154.3486
Kaluahi,BIHAR,73.2491
Benipatti,BIHAR,237.9968
Bisfi,BIHAR,92.0997
Madhubani,BIHAR,442.1924
Pandaul,BIHAR,241.2594
Rajnagar,BIHAR,243.191
Andhratharhi,BIHAR,176.0201
Jhanjharpur,BIHAR,150.2692
Ghoghardiha,BIHAR,86.7202
Lakhnaur,BIHAR,64.9632
Madhepur,BIHAR,113.8694
Nirmali,BIHAR,21.0932
Basantpur,BIHAR,14.0395
Chhatapur,BIHAR,0.0359
Pratapganj,BIHAR,7.4223
Raghopur,BIHAR,30.1353
Saraigarh Bhaptiyahi,BIHAR,9.3195
Kishanpur,BIHAR,27.2022
Marauna,BIHAR,65.7605
Supaul,BIHAR,98.5792
Pipra,BIHAR,47.1275
Tribeniganj,BIHAR,2.8691
Narpatganj,BIHAR,145.3178
Forbesganj,BIHAR,342.5438
Bhargama,BIHAR,48.0464
Raniganj,BIHAR,283.4697
Araria,BIHAR,360.2918
Kursakatta,BIHAR,70.2446
Sikti,BIHAR,57.9498
Palasi,BIHAR,133.8904
Jokihat,BIHAR,145.2678
Terhagachh,BIHAR,67.3466
Dighalbank,BIHAR,71.3739
Thakurganj,BIHAR,96.7228
Pothia,BIHAR,53.6061
Bahadurganj,BIHAR,109.3901
Kochadhamin,BIHAR,168.1538
Kishanganj,BIHAR,109.1556
Banmankhi,BIHAR,1.173
Barhara,BIHAR,62.7304
Bhawanipur,BIHAR,10.6689
Rupauli,BIHAR,21.8479
Dhamdaha,BIHAR,28.198
Krityanand Nagar,BIHAR,116.0778
Purnia East,BIHAR,172.805
Kasba,BIHAR,34.7408
Srinagar,BIHAR,18.2463
Jalalgarh,BIHAR,67.0461
Amour,BIHAR,10.5405
Baisa,BIHAR,10.3816
Baisi,BIHAR,30.9865
Dagarua,BIHAR,50.4407
Falka,BIHAR,119.4345
Korha,BIHAR,199.7967
Hasanganj,BIHAR,41.3878
Kadwa,BIHAR,205.2948
Balrampur,BIHAR,106.4474
Barsoi,BIHAR,168.4527
Azamnagar,BIHAR,101.6982
Pranpur,BIHAR,41.3179
Dandkhora,BIHAR,60.4111
Katihar,BIHAR,266.8573
Mansahi,BIHAR,56.9423
Barari,BIHAR,274.2839
Sameli,BIHAR,84.7313
Kursela,BIHAR,50.2426
Manihari,BIHAR,69.1996
Amdabad,BIHAR,46.5551
Gamharia,BIHAR,39.0669
Singheshwar,BIHAR,34.2017
Ghailarh,BIHAR,31.5127
Madhepura,BIHAR,158.6459
Shankarpur,BIHAR,15.0702
Kumarkhand,BIHAR,32.5351
Murliganj,BIHAR,56.5834
Gwalpara,BIHAR,63.3391
Bihariganj,BIHAR,21.2784
Kishanganj,BIHAR,84.9559
Puraini,BIHAR,47.5931
Alamnagar,BIHAR,46.2513
Chausa,BIHAR,26.548
Nauhatta,BIHAR,16.9739
Satar Kataiya,BIHAR,18.2208
Mahishi,BIHAR,19.0531
Kahara,BIHAR,78.523
Saur Bazar,BIHAR,75.3754
Patarghat,BIHAR,71.1655
Sonbarsa,BIHAR,63.4359
Simri Bakhtiarpur,BIHAR,57.7336
Salkhua,BIHAR,13.0575
Banma Itahri,BIHAR,44.9519
Jale,BIHAR,37.7099
Singhwara,BIHAR,35.8147
Keotiranway,BIHAR,126.2012
Darbhanga,BIHAR,245.4201
Manigachhi,BIHAR,38.1234
Tardih,BIHAR,6.4947
Alinagar,BIHAR,51.394
Benipur,BIHAR,114.3938
Bahadurpur,BIHAR,288.3802
Hanumannagar,BIHAR,58.0987
Hayaghat,BIHAR,98.5678
Baheri,BIHAR,133.4208
Biraul,BIHAR,95.3196
Ghanshyampur,BIHAR,31.5602
Kiratpur,BIHAR,15.5436
Gora Bauram,BIHAR,13.2754
Kusheshwar Asthan,BIHAR,56.9987
Kusheshwar Asthan Purbi,BIHAR,8.9101
Sahebganj,BIHAR,78.4082
Baruraj (Motipur),BIHAR,102.6797
Paroo,BIHAR,62.1285
Saraiya,BIHAR,139.7079
Marwan,BIHAR,54.8657
Kanti,BIHAR,99.5497
Minapur,BIHAR,16.8121
Bochaha,BIHAR,41.4573
Aurai,BIHAR,67.5718
Katra,BIHAR,7.1562
Gaighat,BIHAR,6.1626
Bandra,BIHAR,13.4304
Dholi (Moraul),BIHAR,49.1971
Musahri,BIHAR,185.9111
Kurhani,BIHAR,183.3472
Sakra,BIHAR,99.1275
Katiya,BIHAR,40.1755
Bijaipur,BIHAR,47.1308
Bhorey,BIHAR,135.416
Pach Deuri,BIHAR,42.0751
Kuchaikote,BIHAR,195.1187
Phulwaria,BIHAR,100.3436
Hathua,BIHAR,79.9362
Uchkagaon,BIHAR,138.0538
Thawe,BIHAR,138.1192
Gopalganj,BIHAR,182.2924
Manjha,BIHAR,152.4437
Barauli,BIHAR,135.948
Sidhwalia,BIHAR,106.012
Baikunthpur,BIHAR,106.3093
Nautan,BIHAR,36.5483
Siwan,BIHAR,205.6596
Barharia,BIHAR,274.3054
Goriakothi,BIHAR,140.6749
Lakri Nabiganj,BIHAR,50.9522
Basantpur,BIHAR,30.8358
Bhagwanpur Hat,BIHAR,71.3509
Maharajganj,BIHAR,136.8858
Pachrukhi,BIHAR,307.4099
Hussainganj,BIHAR,152.09
